,metricName,time,count,total,minimum,maximum,average,queue,metric
174,devices.totalDevices,2021-12-20T00:11:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
175,devices.connectedDevices.allProtocol,2021-12-20T00:09:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
176,devices.connectedDevices.allProtocol,2021-12-20T00:10:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
177,devices.connectedDevices.allProtocol,2021-12-20T00:11:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
178,d2c.telemetry.egress.success,2021-12-20T00:09:00.0000000Z,384,3078,1.0,40.0,8.015625,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
179,d2c.telemetry.egress.success,2021-12-20T00:10:00.0000000Z,414,3332,1.0,30.0,8.04830917874396,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
180,d2c.telemetry.egress.success,2021-12-20T00:11:00.0000000Z,411,3350,1.0,30.0,8.15085158150852,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
181,d2c.telemetry.egress.fallback,2021-12-20T00:09:00.0000000Z,3070,3070,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
182,d2c.telemetry.egress.fallback,2021-12-20T00:10:00.0000000Z,3263,3263,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
183,d2c.telemetry.egress.fallback,2021-12-20T00:11:00.0000000Z,3173,3173,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
184,d2c.endpoints.egress.eventHubs,2021-12-20T00:09:00.0000000Z,25,38,1.0,2.0,1.52,,
185,d2c.endpoints.egress.eventHubs,2021-12-20T00:10:00.0000000Z,22,36,1.0,2.0,1.63636363636364,,
186,d2c.endpoints.egress.eventHubs,2021-12-20T00:11:00.0000000Z,34,180,1.0,27.0,5.29411764705882,,
187,d2c.endpoints.latency.eventHubs,2021-12-20T00:09:00.0000000Z,25,3638,23.0,516.0,145.52,,
188,d2c.endpoints.latency.eventHubs,2021-12-20T00:10:00.0000000Z,22,2900,20.0,399.0,131.818181818182,,
189,d2c.endpoints.latency.eventHubs,2021-12-20T00:11:00.0000000Z,34,4058,30.0,211.0,119.352941176471,,
190,d2c.endpoints.egress.builtIn.events,2021-12-20T00:09:00.0000000Z,359,3040,1.0,40.0,8.46796657381616,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
191,d2c.endpoints.egress.builtIn.events,2021-12-20T00:10:00.0000000Z,392,3296,1.0,30.0,8.40816326530612,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
192,d2c.endpoints.egress.builtIn.events,2021-12-20T00:11:00.0000000Z,377,3170,1.0,30.0,8.40848806366048,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
193,d2c.endpoints.latency.builtIn.events,2021-12-20T00:09:00.0000000Z,359,39529,19.0,237.0,110.108635097493,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
194,d2c.endpoints.latency.builtIn.events,2021-12-20T00:10:00.0000000Z,392,46765,11.0,318.0,119.298469387755,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
195,d2c.endpoints.latency.builtIn.events,2021-12-20T00:11:00.0000000Z,377,41705,11.0,338.0,110.623342175066,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
196,RoutingDeliveries,2021-12-20T00:09:00.0000000Z,384,3078,1.0,40.0,8.015625,Not.classified,Not.verified
197,RoutingDeliveries,2021-12-20T00:10:00.0000000Z,413,3312,1.0,30.0,8.01937046004843,Not.classified,Not.verified
198,RoutingDeliveries,2021-12-20T00:11:00.0000000Z,412,3370,1.0,30.0,8.17961165048544,Not.classified,Not.verified
199,RoutingDeliveryLatency,2021-12-20T00:09:00.0000000Z,384,43167,19.0,516.0,112.4140625,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
200,RoutingDeliveryLatency,2021-12-20T00:10:00.0000000Z,413,49569,11.0,399.0,120.021791767554,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
201,RoutingDeliveryLatency,2021-12-20T00:11:00.0000000Z,412,45859,11.0,338.0,111.308252427184,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
202,RoutingDataSizeInBytesDelivered,2021-12-20T00:09:00.0000000Z,384,7052282,,,18365.3177083333,Not.classified,Not.verified
203,RoutingDataSizeInBytesDelivered,2021-12-20T00:10:00.0000000Z,413,7374265,,,17855.3631961259,Not.classified,Not.verified
204,RoutingDataSizeInBytesDelivered,2021-12-20T00:11:00.0000000Z,412,7298019,,,17713.6383495146,Not.classified,Not.verified
205,dailyMessageQuotaUsed,2021-12-20T00:09:00.0000000Z,39,550146,13045.0,15713.0,14106.3076923077,Tx.tec.performance.protocols.NETWORK,Number of messages sent
206,dailyMessageQuotaUsed,2021-12-20T00:10:00.0000000Z,39,620491,14780.0,17546.0,15910.0256410256,Tx.tec.performance.protocols.NETWORK,Number of messages sent
207,dailyMessageQuotaUsed,2021-12-20T00:11:00.0000000Z,39,693956,16627.0,19568.0,17793.7435897436,Tx.tec.performance.protocols.NETWORK,Number of messages sent
208,deviceDataUsage,2021-12-20T00:09:00.0000000Z,527,6272074,2.0,35361.0,11901.4686907021,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
209,deviceDataUsage,2021-12-20T00:10:00.0000000Z,555,6387983,2.0,43808.0,11509.8792792793,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
210,deviceDataUsage,2021-12-20T00:11:00.0000000Z,548,6394219,2.0,32703.0,11668.2828467153,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
211,deviceDataUsageV2,2021-12-20T00:09:00.0000000Z,527,6272074,2.0,35361.0,11901.4686907021,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
212,deviceDataUsageV2,2021-12-20T00:10:00.0000000Z,555,6387983,2.0,43808.0,11509.8792792793,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
213,deviceDataUsageV2,2021-12-20T00:11:00.0000000Z,548,6394219,2.0,32703.0,11668.2828467153,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
214,totalDeviceCount,2021-12-20T00:09:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
215,totalDeviceCount,2021-12-20T00:10:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
216,totalDeviceCount,2021-12-20T00:11:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
217,connectedDeviceCount,2021-12-20T00:09:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
218,connectedDeviceCount,2021-12-20T00:10:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
219,connectedDeviceCount,2021-12-20T00:11:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
220,d2c.telemetry.ingress.allProtocol,2021-12-20T00:12:00.0000000Z,575,575,1.0,1.0,1.0,Not.classified,Not.verified
221,d2c.telemetry.ingress.allProtocol,2021-12-20T00:13:00.0000000Z,593,593,1.0,1.0,1.0,Not.classified,Not.verified
222,d2c.telemetry.ingress.allProtocol,2021-12-20T00:14:00.0000000Z,598,598,1.0,1.0,1.0,Not.classified,Not.verified
223,d2c.telemetry.ingress.success,2021-12-20T00:12:00.0000000Z,575,575,1.0,1.0,1.0,Not.classified,Not.verified
224,d2c.telemetry.ingress.success,2021-12-20T00:13:00.0000000Z,593,593,1.0,1.0,1.0,Not.classified,Not.verified
225,d2c.telemetry.ingress.success,2021-12-20T00:14:00.0000000Z,598,598,1.0,1.0,1.0,Not.classified,Not.verified
226,devices.totalDevices,2021-12-20T00:12:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
227,devices.totalDevices,2021-12-20T00:13:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
228,devices.totalDevices,2021-12-20T00:14:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
229,devices.connectedDevices.allProtocol,2021-12-20T00:12:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
230,devices.connectedDevices.allProtocol,2021-12-20T00:13:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
231,devices.connectedDevices.allProtocol,2021-12-20T00:14:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
232,d2c.telemetry.egress.success,2021-12-20T00:12:00.0000000Z,414,3602,1.0,30.0,8.70048309178744,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
233,d2c.telemetry.egress.success,2021-12-20T00:13:00.0000000Z,442,3726,1.0,30.0,8.42986425339367,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
234,d2c.telemetry.egress.success,2021-12-20T00:14:00.0000000Z,429,3972,1.0,40.0,9.25874125874126,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
235,d2c.telemetry.egress.fallback,2021-12-20T00:12:00.0000000Z,3574,3574,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
236,d2c.telemetry.egress.fallback,2021-12-20T00:13:00.0000000Z,3698,3698,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
237,d2c.telemetry.egress.fallback,2021-12-20T00:14:00.0000000Z,3914,3914,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
238,d2c.endpoints.egress.eventHubs,2021-12-20T00:12:00.0000000Z,18,33,1.0,2.0,1.83333333333333,,
239,d2c.endpoints.egress.eventHubs,2021-12-20T00:13:00.0000000Z,23,33,1.0,2.0,1.43478260869565,,
240,d2c.endpoints.egress.eventHubs,2021-12-20T00:14:00.0000000Z,24,38,1.0,2.0,1.58333333333333,,
241,d2c.endpoints.latency.eventHubs,2021-12-20T00:12:00.0000000Z,18,2979,44.0,447.0,165.5,,
242,d2c.endpoints.latency.eventHubs,2021-12-20T00:13:00.0000000Z,23,2555,18.0,241.0,111.086956521739,,
243,d2c.endpoints.latency.eventHubs,2021-12-20T00:14:00.0000000Z,24,3108,47.0,224.0,129.5,,
244,d2c.endpoints.egress.builtIn.events,2021-12-20T00:12:00.0000000Z,396,3569,1.0,30.0,9.01262626262626,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
245,d2c.endpoints.egress.builtIn.events,2021-12-20T00:13:00.0000000Z,419,3693,1.0,30.0,8.81384248210024,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
246,d2c.endpoints.egress.builtIn.events,2021-12-20T00:14:00.0000000Z,405,3934,1.0,40.0,9.71358024691358,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
247,d2c.endpoints.latency.builtIn.events,2021-12-20T00:12:00.0000000Z,396,45969,19.0,410.0,116.083333333333,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
248,d2c.endpoints.latency.builtIn.events,2021-12-20T00:13:00.0000000Z,419,49238,10.0,342.0,117.513126491647,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
249,d2c.endpoints.latency.builtIn.events,2021-12-20T00:14:00.0000000Z,405,46610,19.0,282.0,115.086419753086,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
250,RoutingDeliveries,2021-12-20T00:12:00.0000000Z,414,3602,1.0,30.0,8.70048309178744,Not.classified,Not.verified
251,RoutingDeliveries,2021-12-20T00:13:00.0000000Z,442,3726,1.0,30.0,8.42986425339367,Not.classified,Not.verified
252,RoutingDeliveries,2021-12-20T00:14:00.0000000Z,429,3972,1.0,40.0,9.25874125874126,Not.classified,Not.verified
253,RoutingDeliveryLatency,2021-12-20T00:12:00.0000000Z,414,48948,19.0,447.0,118.231884057971,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
254,RoutingDeliveryLatency,2021-12-20T00:13:00.0000000Z,442,51793,10.0,342.0,117.178733031674,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
255,RoutingDeliveryLatency,2021-12-20T00:14:00.0000000Z,429,49718,19.0,282.0,115.892773892774,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
256,RoutingDataSizeInBytesDelivered,2021-12-20T00:12:00.0000000Z,414,7778496,,,18788.6376811594,Not.classified,Not.verified
257,RoutingDataSizeInBytesDelivered,2021-12-20T00:13:00.0000000Z,442,7885903,,,17841.4095022624,Not.classified,Not.verified
258,RoutingDataSizeInBytesDelivered,2021-12-20T00:14:00.0000000Z,429,8429309,,,19648.7389277389,Not.classified,Not.verified
259,dailyMessageQuotaUsed,2021-12-20T00:12:00.0000000Z,39,769404,18508.0,21461.0,19728.3076923077,Tx.tec.performance.protocols.NETWORK,Number of messages sent
260,dailyMessageQuotaUsed,2021-12-20T00:13:00.0000000Z,39,844001,20473.0,23472.0,21641.0512820513,Tx.tec.performance.protocols.NETWORK,Number of messages sent
261,dailyMessageQuotaUsed,2021-12-20T00:14:00.0000000Z,39,921653,22309.0,25589.0,23632.1282051282,Tx.tec.performance.protocols.NETWORK,Number of messages sent
262,deviceDataUsage,2021-12-20T00:12:00.0000000Z,575,6746513,2.0,31246.0,11733.0660869565,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
263,deviceDataUsage,2021-12-20T00:13:00.0000000Z,593,6829341,2.0,44453.0,11516.5952782462,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
264,deviceDataUsage,2021-12-20T00:14:00.0000000Z,598,7258315,2.0,32705.0,12137.6505016722,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
265,deviceDataUsageV2,2021-12-20T00:12:00.0000000Z,575,6746513,2.0,31246.0,11733.0660869565,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
266,deviceDataUsageV2,2021-12-20T00:13:00.0000000Z,593,6829341,2.0,44453.0,11516.5952782462,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
267,deviceDataUsageV2,2021-12-20T00:14:00.0000000Z,598,7258315,2.0,32705.0,12137.6505016722,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
268,totalDeviceCount,2021-12-20T00:12:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
269,totalDeviceCount,2021-12-20T00:13:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
270,totalDeviceCount,2021-12-20T00:14:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
271,connectedDeviceCount,2021-12-20T00:12:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
272,connectedDeviceCount,2021-12-20T00:13:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
273,connectedDeviceCount,2021-12-20T00:14:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
274,d2c.telemetry.ingress.allProtocol,2021-12-20T00:15:00.0000000Z,589,589,1.0,1.0,1.0,Not.classified,Not.verified
275,d2c.telemetry.ingress.allProtocol,2021-12-20T00:16:00.0000000Z,600,600,1.0,1.0,1.0,Not.classified,Not.verified
276,d2c.telemetry.ingress.allProtocol,2021-12-20T00:17:00.0000000Z,585,585,1.0,1.0,1.0,Not.classified,Not.verified
277,d2c.telemetry.ingress.success,2021-12-20T00:15:00.0000000Z,589,589,1.0,1.0,1.0,Not.classified,Not.verified
278,d2c.telemetry.ingress.success,2021-12-20T00:16:00.0000000Z,600,600,1.0,1.0,1.0,Not.classified,Not.verified
279,d2c.telemetry.ingress.success,2021-12-20T00:17:00.0000000Z,585,585,1.0,1.0,1.0,Not.classified,Not.verified
280,devices.totalDevices,2021-12-20T00:15:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
281,devices.totalDevices,2021-12-20T00:16:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
282,devices.totalDevices,2021-12-20T00:17:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
283,devices.connectedDevices.allProtocol,2021-12-20T00:15:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
284,devices.connectedDevices.allProtocol,2021-12-20T00:16:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
285,devices.connectedDevices.allProtocol,2021-12-20T00:17:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
286,d2c.telemetry.egress.success,2021-12-20T00:15:00.0000000Z,423,3831,1.0,30.0,9.05673758865248,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
287,d2c.telemetry.egress.success,2021-12-20T00:16:00.0000000Z,443,3725,1.0,30.0,8.40857787810384,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
288,d2c.telemetry.egress.success,2021-12-20T00:17:00.0000000Z,419,3811,1.0,30.0,9.09546539379475,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
289,d2c.telemetry.egress.fallback,2021-12-20T00:15:00.0000000Z,3793,3793,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
290,d2c.telemetry.egress.fallback,2021-12-20T00:16:00.0000000Z,3647,3647,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
291,d2c.telemetry.egress.fallback,2021-12-20T00:17:00.0000000Z,3787,3787,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
292,d2c.endpoints.egress.eventHubs,2021-12-20T00:15:00.0000000Z,24,38,1.0,2.0,1.58333333333333,,
293,d2c.endpoints.egress.eventHubs,2021-12-20T00:16:00.0000000Z,26,88,1.0,20.0,3.38461538461538,,
294,d2c.endpoints.egress.eventHubs,2021-12-20T00:17:00.0000000Z,20,34,1.0,2.0,1.7,,
295,d2c.endpoints.latency.eventHubs,2021-12-20T00:15:00.0000000Z,24,2996,13.0,306.0,124.833333333333,,
296,d2c.endpoints.latency.eventHubs,2021-12-20T00:16:00.0000000Z,26,3050,18.0,234.0,117.307692307692,,
297,d2c.endpoints.latency.eventHubs,2021-12-20T00:17:00.0000000Z,20,3267,27.0,500.0,163.35,,
298,d2c.endpoints.egress.builtIn.events,2021-12-20T00:15:00.0000000Z,399,3793,1.0,30.0,9.5062656641604,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
299,d2c.endpoints.egress.builtIn.events,2021-12-20T00:16:00.0000000Z,417,3637,1.0,30.0,8.72182254196643,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
300,d2c.endpoints.egress.builtIn.events,2021-12-20T00:17:00.0000000Z,399,3777,1.0,30.0,9.46616541353383,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
301,d2c.endpoints.latency.builtIn.events,2021-12-20T00:15:00.0000000Z,399,48180,17.0,336.0,120.751879699248,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
302,d2c.endpoints.latency.builtIn.events,2021-12-20T00:16:00.0000000Z,417,49378,17.0,576.0,118.412470023981,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
303,d2c.endpoints.latency.builtIn.events,2021-12-20T00:17:00.0000000Z,399,47500,20.0,379.0,119.047619047619,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
304,RoutingDeliveries,2021-12-20T00:15:00.0000000Z,423,3831,1.0,30.0,9.05673758865248,Not.classified,Not.verified
305,RoutingDeliveries,2021-12-20T00:16:00.0000000Z,443,3725,1.0,30.0,8.40857787810384,Not.classified,Not.verified
306,RoutingDeliveries,2021-12-20T00:17:00.0000000Z,419,3811,1.0,30.0,9.09546539379475,Not.classified,Not.verified
307,RoutingDeliveryLatency,2021-12-20T00:15:00.0000000Z,423,51176,13.0,336.0,120.983451536643,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
308,RoutingDeliveryLatency,2021-12-20T00:16:00.0000000Z,443,52428,17.0,576.0,118.34762979684,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
309,RoutingDeliveryLatency,2021-12-20T00:17:00.0000000Z,419,50767,20.0,500.0,121.162291169451,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
310,RoutingDataSizeInBytesDelivered,2021-12-20T00:15:00.0000000Z,423,8020349,,,18960.6359338061,Not.classified,Not.verified
311,RoutingDataSizeInBytesDelivered,2021-12-20T00:16:00.0000000Z,443,7940864,,,17925.2009029345,Not.classified,Not.verified
312,RoutingDataSizeInBytesDelivered,2021-12-20T00:17:00.0000000Z,419,7937963,,,18945.0190930788,Not.classified,Not.verified
313,dailyMessageQuotaUsed,2021-12-20T00:15:00.0000000Z,39,1003328,24301.0,27750.0,25726.358974359,Tx.tec.performance.protocols.NETWORK,Number of messages sent
314,dailyMessageQuotaUsed,2021-12-20T00:16:00.0000000Z,39,1085730,26373.0,29840.0,27839.2307692308,Tx.tec.performance.protocols.NETWORK,Number of messages sent
315,dailyMessageQuotaUsed,2021-12-20T00:17:00.0000000Z,39,1166365,28532.0,32574.0,29906.7948717949,Tx.tec.performance.protocols.NETWORK,Number of messages sent
316,deviceDataUsage,2021-12-20T00:15:00.0000000Z,589,6971819,2.0,32705.0,11836.7045840407,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
317,deviceDataUsage,2021-12-20T00:16:00.0000000Z,600,6883675,2.0,32697.0,11472.7916666667,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
318,deviceDataUsage,2021-12-20T00:17:00.0000000Z,585,6882936,2.0,31255.0,11765.7025641026,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
319,deviceDataUsageV2,2021-12-20T00:15:00.0000000Z,589,6971819,2.0,32705.0,11836.7045840407,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
320,deviceDataUsageV2,2021-12-20T00:16:00.0000000Z,600,6883675,2.0,32697.0,11472.7916666667,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
321,deviceDataUsageV2,2021-12-20T00:17:00.0000000Z,585,6882936,2.0,31255.0,11765.7025641026,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
322,totalDeviceCount,2021-12-20T00:15:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
323,totalDeviceCount,2021-12-20T00:16:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
324,totalDeviceCount,2021-12-20T00:17:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
325,connectedDeviceCount,2021-12-20T00:15:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
326,connectedDeviceCount,2021-12-20T00:16:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
327,connectedDeviceCount,2021-12-20T00:17:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
328,d2c.telemetry.ingress.allProtocol,2021-12-20T00:18:00.0000000Z,617,617,1.0,1.0,1.0,Not.classified,Not.verified
329,d2c.telemetry.ingress.allProtocol,2021-12-20T00:19:00.0000000Z,641,641,1.0,1.0,1.0,Not.classified,Not.verified
330,d2c.telemetry.ingress.allProtocol,2021-12-20T00:20:00.0000000Z,631,631,1.0,1.0,1.0,Not.classified,Not.verified
331,d2c.telemetry.ingress.success,2021-12-20T00:18:00.0000000Z,617,617,1.0,1.0,1.0,Not.classified,Not.verified
332,d2c.telemetry.ingress.success,2021-12-20T00:19:00.0000000Z,641,641,1.0,1.0,1.0,Not.classified,Not.verified
333,d2c.telemetry.ingress.success,2021-12-20T00:20:00.0000000Z,631,631,1.0,1.0,1.0,Not.classified,Not.verified
334,devices.totalDevices,2021-12-20T00:18:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
335,devices.totalDevices,2021-12-20T00:19:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
336,devices.totalDevices,2021-12-20T00:20:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
337,devices.connectedDevices.allProtocol,2021-12-20T00:18:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
338,devices.connectedDevices.allProtocol,2021-12-20T00:19:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
339,devices.connectedDevices.allProtocol,2021-12-20T00:20:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
340,d2c.telemetry.egress.success,2021-12-20T00:18:00.0000000Z,453,4050,1.0,30.0,8.94039735099338,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
341,d2c.telemetry.egress.success,2021-12-20T00:19:00.0000000Z,477,4352,1.0,30.0,9.12368972746331,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
342,d2c.telemetry.egress.success,2021-12-20T00:20:00.0000000Z,465,4204,1.0,30.0,9.04086021505376,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
343,d2c.telemetry.egress.fallback,2021-12-20T00:18:00.0000000Z,4012,4012,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
344,d2c.telemetry.egress.fallback,2021-12-20T00:19:00.0000000Z,4314,4314,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
345,d2c.telemetry.egress.fallback,2021-12-20T00:20:00.0000000Z,4146,4146,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
