,metricName,time,count,total,minimum,maximum,average,queue,metric
346,d2c.endpoints.egress.eventHubs,2021-12-20T00:18:00.0000000Z,25,38,1.0,2.0,1.52,,
347,d2c.endpoints.egress.eventHubs,2021-12-20T00:19:00.0000000Z,25,38,1.0,2.0,1.52,,
348,d2c.endpoints.egress.eventHubs,2021-12-20T00:20:00.0000000Z,24,38,1.0,2.0,1.58333333333333,,
349,d2c.endpoints.latency.eventHubs,2021-12-20T00:18:00.0000000Z,25,3535,37.0,238.0,141.4,,
350,d2c.endpoints.latency.eventHubs,2021-12-20T00:19:00.0000000Z,25,9235,40.0,3427.0,369.4,,
351,d2c.endpoints.latency.eventHubs,2021-12-20T00:20:00.0000000Z,24,3046,25.0,307.0,126.916666666667,,
352,d2c.endpoints.egress.builtIn.events,2021-12-20T00:18:00.0000000Z,428,4012,1.0,30.0,9.37383177570093,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
353,d2c.endpoints.egress.builtIn.events,2021-12-20T00:19:00.0000000Z,452,4314,1.0,30.0,9.54424778761062,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
354,d2c.endpoints.egress.builtIn.events,2021-12-20T00:20:00.0000000Z,441,4166,1.0,30.0,9.44671201814059,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
355,d2c.endpoints.latency.builtIn.events,2021-12-20T00:18:00.0000000Z,428,46724,14.0,318.0,109.168224299065,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
356,d2c.endpoints.latency.builtIn.events,2021-12-20T00:19:00.0000000Z,452,49472,12.0,262.0,109.451327433628,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
357,d2c.endpoints.latency.builtIn.events,2021-12-20T00:20:00.0000000Z,441,49212,19.0,317.0,111.591836734694,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
358,RoutingDeliveries,2021-12-20T00:18:00.0000000Z,453,4050,1.0,30.0,8.94039735099338,Not.classified,Not.verified
359,RoutingDeliveries,2021-12-20T00:19:00.0000000Z,477,4352,1.0,30.0,9.12368972746331,Not.classified,Not.verified
360,RoutingDeliveries,2021-12-20T00:20:00.0000000Z,465,4204,1.0,30.0,9.04086021505376,Not.classified,Not.verified
361,RoutingDeliveryLatency,2021-12-20T00:18:00.0000000Z,453,50259,14.0,318.0,110.94701986755,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
362,RoutingDeliveryLatency,2021-12-20T00:19:00.0000000Z,477,58707,12.0,3427.0,123.075471698113,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
363,RoutingDeliveryLatency,2021-12-20T00:20:00.0000000Z,465,52258,19.0,317.0,112.382795698925,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
364,RoutingDataSizeInBytesDelivered,2021-12-20T00:18:00.0000000Z,453,8430632,,,18610.6666666667,Not.classified,Not.verified
365,RoutingDataSizeInBytesDelivered,2021-12-20T00:19:00.0000000Z,477,8937213,,,18736.2955974843,Not.classified,Not.verified
366,RoutingDataSizeInBytesDelivered,2021-12-20T00:20:00.0000000Z,465,8673490,,,18652.6666666667,Not.classified,Not.verified
367,dailyMessageQuotaUsed,2021-12-20T00:18:00.0000000Z,39,1243138,30630.0,34663.0,31875.3333333333,Tx.tec.performance.protocols.NETWORK,Number of messages sent
368,dailyMessageQuotaUsed,2021-12-20T00:19:00.0000000Z,39,1326470,32616.0,36912.0,34012.0512820513,Tx.tec.performance.protocols.NETWORK,Number of messages sent
369,dailyMessageQuotaUsed,2021-12-20T00:20:00.0000000Z,39,1410519,34675.0,39178.0,36167.1538461538,Tx.tec.performance.protocols.NETWORK,Number of messages sent
370,deviceDataUsage,2021-12-20T00:18:00.0000000Z,617,7314806,2.0,32697.0,11855.4392220421,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
371,deviceDataUsage,2021-12-20T00:19:00.0000000Z,641,7694035,2.0,32877.0,12003.1747269891,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
372,deviceDataUsage,2021-12-20T00:20:00.0000000Z,631,7485590,2.0,32702.0,11863.058637084,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
373,deviceDataUsageV2,2021-12-20T00:18:00.0000000Z,617,7314806,2.0,32697.0,11855.4392220421,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
374,deviceDataUsageV2,2021-12-20T00:19:00.0000000Z,641,7694035,2.0,32877.0,12003.1747269891,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
375,deviceDataUsageV2,2021-12-20T00:20:00.0000000Z,631,7485590,2.0,32702.0,11863.058637084,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
376,totalDeviceCount,2021-12-20T00:18:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
377,totalDeviceCount,2021-12-20T00:19:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
378,totalDeviceCount,2021-12-20T00:20:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
379,connectedDeviceCount,2021-12-20T00:18:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
380,connectedDeviceCount,2021-12-20T00:19:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
381,connectedDeviceCount,2021-12-20T00:20:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
382,d2c.telemetry.ingress.allProtocol,2021-12-20T00:21:00.0000000Z,613,613,1.0,1.0,1.0,Not.classified,Not.verified
383,d2c.telemetry.ingress.allProtocol,2021-12-20T00:22:00.0000000Z,689,689,1.0,1.0,1.0,Not.classified,Not.verified
384,d2c.telemetry.ingress.allProtocol,2021-12-20T00:23:00.0000000Z,651,651,1.0,1.0,1.0,Not.classified,Not.verified
385,d2c.telemetry.ingress.success,2021-12-20T00:21:00.0000000Z,613,613,1.0,1.0,1.0,Not.classified,Not.verified
386,d2c.telemetry.ingress.success,2021-12-20T00:22:00.0000000Z,689,689,1.0,1.0,1.0,Not.classified,Not.verified
387,d2c.telemetry.ingress.success,2021-12-20T00:23:00.0000000Z,651,651,1.0,1.0,1.0,Not.classified,Not.verified
388,devices.totalDevices,2021-12-20T00:21:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
389,devices.totalDevices,2021-12-20T00:22:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
390,devices.totalDevices,2021-12-20T00:23:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
391,devices.connectedDevices.allProtocol,2021-12-20T00:21:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
392,devices.connectedDevices.allProtocol,2021-12-20T00:22:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
393,devices.connectedDevices.allProtocol,2021-12-20T00:23:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
394,d2c.telemetry.egress.success,2021-12-20T00:21:00.0000000Z,446,3986,1.0,40.0,8.9372197309417,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
395,d2c.telemetry.egress.success,2021-12-20T00:22:00.0000000Z,513,4548,1.0,30.0,8.86549707602339,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
396,d2c.telemetry.egress.success,2021-12-20T00:23:00.0000000Z,491,4442,1.0,30.0,9.04684317718941,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
397,d2c.telemetry.egress.fallback,2021-12-20T00:21:00.0000000Z,3912,3912,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
398,d2c.telemetry.egress.fallback,2021-12-20T00:22:00.0000000Z,4312,4312,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
399,d2c.telemetry.egress.fallback,2021-12-20T00:23:00.0000000Z,4314,4314,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
400,d2c.endpoints.egress.eventHubs,2021-12-20T00:21:00.0000000Z,28,84,1.0,30.0,3.0,,
401,d2c.endpoints.egress.eventHubs,2021-12-20T00:22:00.0000000Z,50,236,1.0,20.0,4.72,,
402,d2c.endpoints.egress.eventHubs,2021-12-20T00:23:00.0000000Z,29,120,1.0,25.0,4.13793103448276,,
403,d2c.endpoints.latency.eventHubs,2021-12-20T00:21:00.0000000Z,28,3709,30.0,422.0,132.464285714286,,
404,d2c.endpoints.latency.eventHubs,2021-12-20T00:22:00.0000000Z,50,5588,26.0,182.0,111.76,,
405,d2c.endpoints.latency.eventHubs,2021-12-20T00:23:00.0000000Z,29,4379,31.0,529.0,151.0,,
406,d2c.endpoints.egress.builtIn.events,2021-12-20T00:21:00.0000000Z,418,3902,1.0,40.0,9.33492822966507,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
407,d2c.endpoints.egress.builtIn.events,2021-12-20T00:22:00.0000000Z,463,4312,1.0,30.0,9.31317494600432,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
408,d2c.endpoints.egress.builtIn.events,2021-12-20T00:23:00.0000000Z,462,4322,1.0,30.0,9.35497835497836,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
409,d2c.endpoints.latency.builtIn.events,2021-12-20T00:21:00.0000000Z,418,48016,13.0,406.0,114.870813397129,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
410,d2c.endpoints.latency.builtIn.events,2021-12-20T00:22:00.0000000Z,463,51719,15.0,261.0,111.704103671706,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
411,d2c.endpoints.latency.builtIn.events,2021-12-20T00:23:00.0000000Z,462,50912,15.0,314.0,110.199134199134,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
412,RoutingDeliveries,2021-12-20T00:21:00.0000000Z,445,3966,1.0,40.0,8.9123595505618,Not.classified,Not.verified
413,RoutingDeliveries,2021-12-20T00:22:00.0000000Z,514,4568,1.0,30.0,8.88715953307393,Not.classified,Not.verified
414,RoutingDeliveries,2021-12-20T00:23:00.0000000Z,490,4437,1.0,30.0,9.05510204081633,Not.classified,Not.verified
415,RoutingDeliveryLatency,2021-12-20T00:21:00.0000000Z,445,51561,13.0,422.0,115.867415730337,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
416,RoutingDeliveryLatency,2021-12-20T00:22:00.0000000Z,514,57471,15.0,261.0,111.811284046693,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
417,RoutingDeliveryLatency,2021-12-20T00:23:00.0000000Z,490,55198,15.0,529.0,112.648979591837,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
418,RoutingDataSizeInBytesDelivered,2021-12-20T00:21:00.0000000Z,445,8028090,,,18040.6516853933,Not.classified,Not.verified
419,RoutingDataSizeInBytesDelivered,2021-12-20T00:22:00.0000000Z,514,10393553,,,20220.920233463,Not.classified,Not.verified
420,RoutingDataSizeInBytesDelivered,2021-12-20T00:23:00.0000000Z,490,8978080,,,18322.612244898,Not.classified,Not.verified
421,d2c.twin.update.success,2021-12-20T00:21:00.0000000Z,1,1,1.0,1.0,1.0,,
422,d2c.twin.update.size,2021-12-20T00:21:00.0000000Z,1,2,2.0,2.0,2.0,,
423,dailyMessageQuotaUsed,2021-12-20T00:21:00.0000000Z,39,1498615,36955.0,41384.0,38426.0256410256,Tx.tec.performance.protocols.NETWORK,Number of messages sent
424,dailyMessageQuotaUsed,2021-12-20T00:22:00.0000000Z,39,1582516,38421.0,43916.0,40577.3333333333,Tx.tec.performance.protocols.NETWORK,Number of messages sent
425,dailyMessageQuotaUsed,2021-12-20T00:23:00.0000000Z,39,1671927,41417.0,43973.0,42869.9230769231,Tx.tec.performance.protocols.NETWORK,Number of messages sent
426,deviceDataUsage,2021-12-20T00:21:00.0000000Z,614,6979190,2.0,32700.0,11366.7589576547,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
427,deviceDataUsage,2021-12-20T00:22:00.0000000Z,689,9054613,2.0,143268.0,13141.6734397678,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
428,deviceDataUsage,2021-12-20T00:23:00.0000000Z,651,7714262,2.0,44453.0,11849.8648233487,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
429,deviceDataUsageV2,2021-12-20T00:21:00.0000000Z,614,6979190,2.0,32700.0,11366.7589576547,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
430,deviceDataUsageV2,2021-12-20T00:22:00.0000000Z,689,9054613,2.0,143268.0,13141.6734397678,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
431,deviceDataUsageV2,2021-12-20T00:23:00.0000000Z,651,7714262,2.0,44453.0,11849.8648233487,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
432,totalDeviceCount,2021-12-20T00:21:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
433,totalDeviceCount,2021-12-20T00:22:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
434,totalDeviceCount,2021-12-20T00:23:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
435,connectedDeviceCount,2021-12-20T00:21:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
436,connectedDeviceCount,2021-12-20T00:22:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
437,connectedDeviceCount,2021-12-20T00:23:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
438,d2c.telemetry.ingress.allProtocol,2021-12-20T00:24:00.0000000Z,667,667,1.0,1.0,1.0,Not.classified,Not.verified
439,d2c.telemetry.ingress.allProtocol,2021-12-20T00:25:00.0000000Z,702,702,1.0,1.0,1.0,Not.classified,Not.verified
440,d2c.telemetry.ingress.allProtocol,2021-12-20T00:26:00.0000000Z,661,661,1.0,1.0,1.0,Not.classified,Not.verified
441,d2c.telemetry.ingress.success,2021-12-20T00:24:00.0000000Z,667,667,1.0,1.0,1.0,Not.classified,Not.verified
442,d2c.telemetry.ingress.success,2021-12-20T00:25:00.0000000Z,702,702,1.0,1.0,1.0,Not.classified,Not.verified
443,d2c.telemetry.ingress.success,2021-12-20T00:26:00.0000000Z,661,661,1.0,1.0,1.0,Not.classified,Not.verified
444,devices.totalDevices,2021-12-20T00:24:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
445,devices.totalDevices,2021-12-20T00:25:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
446,devices.totalDevices,2021-12-20T00:26:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
447,devices.connectedDevices.allProtocol,2021-12-20T00:24:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
448,devices.connectedDevices.allProtocol,2021-12-20T00:25:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
449,devices.connectedDevices.allProtocol,2021-12-20T00:26:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
450,d2c.telemetry.egress.success,2021-12-20T00:24:00.0000000Z,488,4498,1.0,30.0,9.2172131147541,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
451,d2c.telemetry.egress.success,2021-12-20T00:25:00.0000000Z,483,4998,1.0,445.0,10.3478260869565,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
452,d2c.telemetry.egress.success,2021-12-20T00:26:00.0000000Z,476,4506,1.0,45.0,9.46638655462185,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
453,d2c.telemetry.egress.fallback,2021-12-20T00:24:00.0000000Z,4472,4472,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
454,d2c.telemetry.egress.fallback,2021-12-20T00:25:00.0000000Z,4877,4877,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
455,d2c.telemetry.egress.fallback,2021-12-20T00:26:00.0000000Z,4476,4476,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
456,d2c.endpoints.egress.eventHubs,2021-12-20T00:24:00.0000000Z,20,34,1.0,2.0,1.7,,
457,d2c.endpoints.egress.eventHubs,2021-12-20T00:25:00.0000000Z,29,111,1.0,20.0,3.82758620689655,,
458,d2c.endpoints.egress.eventHubs,2021-12-20T00:26:00.0000000Z,22,37,1.0,2.0,1.68181818181818,,
459,d2c.endpoints.latency.eventHubs,2021-12-20T00:24:00.0000000Z,20,2189,26.0,178.0,109.45,,
460,d2c.endpoints.latency.eventHubs,2021-12-20T00:25:00.0000000Z,29,3608,49.0,234.0,124.413793103448,,
461,d2c.endpoints.latency.eventHubs,2021-12-20T00:26:00.0000000Z,22,3332,28.0,352.0,151.454545454545,,
462,d2c.endpoints.egress.builtIn.events,2021-12-20T00:24:00.0000000Z,468,4464,1.0,30.0,9.53846153846154,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
463,d2c.endpoints.egress.builtIn.events,2021-12-20T00:25:00.0000000Z,454,4887,1.0,445.0,10.7643171806167,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
464,d2c.endpoints.egress.builtIn.events,2021-12-20T00:26:00.0000000Z,454,4469,1.0,45.0,9.84361233480176,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
465,d2c.endpoints.latency.builtIn.events,2021-12-20T00:24:00.0000000Z,468,56218,17.0,393.0,120.123931623932,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
466,d2c.endpoints.latency.builtIn.events,2021-12-20T00:25:00.0000000Z,454,66170,24.0,8042.0,145.748898678414,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
467,d2c.endpoints.latency.builtIn.events,2021-12-20T00:26:00.0000000Z,454,55001,20.0,380.0,121.147577092511,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
468,RoutingDeliveries,2021-12-20T00:24:00.0000000Z,489,4503,1.0,30.0,9.20858895705521,Not.classified,Not.verified
469,RoutingDeliveries,2021-12-20T00:25:00.0000000Z,483,4998,1.0,445.0,10.3478260869565,Not.classified,Not.verified
470,RoutingDeliveries,2021-12-20T00:26:00.0000000Z,476,4506,1.0,45.0,9.46638655462185,Not.classified,Not.verified
471,RoutingDeliveryLatency,2021-12-20T00:24:00.0000000Z,489,58500,17.0,393.0,119.631901840491,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
472,RoutingDeliveryLatency,2021-12-20T00:25:00.0000000Z,483,69778,24.0,8042.0,144.467908902692,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
473,RoutingDeliveryLatency,2021-12-20T00:26:00.0000000Z,476,58333,20.0,380.0,122.548319327731,Tx.tec.performance.protocols.HOST,Latency time for Sending a Message
474,RoutingDataSizeInBytesDelivered,2021-12-20T00:24:00.0000000Z,489,8955502,,,18313.9100204499,Not.classified,Not.verified
475,RoutingDataSizeInBytesDelivered,2021-12-20T00:25:00.0000000Z,483,10008415,,,20721.3561076605,Not.classified,Not.verified
476,RoutingDataSizeInBytesDelivered,2021-12-20T00:26:00.0000000Z,476,9201750,,,19331.4075630252,Not.classified,Not.verified
477,dailyMessageQuotaUsed,2021-12-20T00:24:00.0000000Z,39,1768456,43926.0,46207.0,45345.0256410256,Tx.tec.performance.protocols.NETWORK,Number of messages sent
478,dailyMessageQuotaUsed,2021-12-20T00:25:00.0000000Z,39,1854888,45416.0,48485.0,47561.2307692308,Tx.tec.performance.protocols.NETWORK,Number of messages sent
479,dailyMessageQuotaUsed,2021-12-20T00:26:00.0000000Z,39,1949730,48431.0,52484.0,49993.0769230769,Tx.tec.performance.protocols.NETWORK,Number of messages sent
480,deviceDataUsage,2021-12-20T00:24:00.0000000Z,667,7692262,2.0,32700.0,11532.6266866567,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
481,deviceDataUsage,2021-12-20T00:25:00.0000000Z,702,8589134,2.0,32700.0,12235.2336182336,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
482,deviceDataUsage,2021-12-20T00:26:00.0000000Z,661,7956683,2.0,48349.0,12037.3419062027,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
483,deviceDataUsageV2,2021-12-20T00:24:00.0000000Z,667,7692262,2.0,32700.0,11532.6266866567,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
484,deviceDataUsageV2,2021-12-20T00:25:00.0000000Z,702,8589134,2.0,32700.0,12235.2336182336,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
485,deviceDataUsageV2,2021-12-20T00:26:00.0000000Z,661,7956683,2.0,48349.0,12037.3419062027,Tx.tec.performance.protocols.NETWORK,Daily amount of transferred bytes
486,totalDeviceCount,2021-12-20T00:24:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
487,totalDeviceCount,2021-12-20T00:25:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
488,totalDeviceCount,2021-12-20T00:26:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.protocols.HOST,Number of devices registered
489,connectedDeviceCount,2021-12-20T00:24:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
490,connectedDeviceCount,2021-12-20T00:25:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
491,connectedDeviceCount,2021-12-20T00:26:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.protocols.NETWORK,Number of connections alive equal to number of connections registered
492,d2c.telemetry.ingress.allProtocol,2021-12-20T00:27:00.0000000Z,638,638,1.0,1.0,1.0,Not.classified,Not.verified
493,d2c.telemetry.ingress.allProtocol,2021-12-20T00:28:00.0000000Z,662,662,1.0,1.0,1.0,Not.classified,Not.verified
494,d2c.telemetry.ingress.allProtocol,2021-12-20T00:29:00.0000000Z,649,649,1.0,1.0,1.0,Not.classified,Not.verified
495,d2c.telemetry.ingress.success,2021-12-20T00:27:00.0000000Z,638,638,1.0,1.0,1.0,Not.classified,Not.verified
496,d2c.telemetry.ingress.success,2021-12-20T00:28:00.0000000Z,662,662,1.0,1.0,1.0,Not.classified,Not.verified
497,d2c.telemetry.ingress.success,2021-12-20T00:29:00.0000000Z,649,649,1.0,1.0,1.0,Not.classified,Not.verified
498,devices.totalDevices,2021-12-20T00:27:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
499,devices.totalDevices,2021-12-20T00:28:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
500,devices.totalDevices,2021-12-20T00:29:00.0000000Z,12,14,1.0,2.0,1.16666666666667,Tx.tec.performance.computer-elements.CPU,Number of devices registered
501,devices.connectedDevices.allProtocol,2021-12-20T00:27:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
502,devices.connectedDevices.allProtocol,2021-12-20T00:28:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
503,devices.connectedDevices.allProtocol,2021-12-20T00:29:00.0000000Z,11,13,1.0,2.0,1.18181818181818,Tx.tec.performance.computer-elements.CPU,Number of devices connected
504,d2c.telemetry.egress.success,2021-12-20T00:27:00.0000000Z,459,4313,1.0,30.0,9.39651416122004,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
505,d2c.telemetry.egress.success,2021-12-20T00:28:00.0000000Z,485,4518,1.0,30.0,9.31546391752577,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
506,d2c.telemetry.egress.success,2021-12-20T00:29:00.0000000Z,478,4346,1.0,30.0,9.09205020920502,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
507,d2c.telemetry.egress.fallback,2021-12-20T00:27:00.0000000Z,4280,4280,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
508,d2c.telemetry.egress.fallback,2021-12-20T00:28:00.0000000Z,4494,4494,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
509,d2c.telemetry.egress.fallback,2021-12-20T00:29:00.0000000Z,4300,4300,1.0,1.0,1.0,Tx.tec.performance.protocols.NETWORK,Number of messages sent
510,d2c.endpoints.egress.eventHubs,2021-12-20T00:27:00.0000000Z,21,36,1.0,2.0,1.71428571428571,,
511,d2c.endpoints.egress.eventHubs,2021-12-20T00:28:00.0000000Z,22,34,1.0,2.0,1.54545454545455,,
512,d2c.endpoints.egress.eventHubs,2021-12-20T00:29:00.0000000Z,26,36,1.0,2.0,1.38461538461538,,
513,d2c.endpoints.latency.eventHubs,2021-12-20T00:27:00.0000000Z,21,2611,29.0,221.0,124.333333333333,,
514,d2c.endpoints.latency.eventHubs,2021-12-20T00:28:00.0000000Z,22,3303,40.0,493.0,150.136363636364,,
515,d2c.endpoints.latency.eventHubs,2021-12-20T00:29:00.0000000Z,26,3085,34.0,246.0,118.653846153846,,
516,d2c.endpoints.egress.builtIn.events,2021-12-20T00:27:00.0000000Z,438,4277,1.0,30.0,9.7648401826484,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
517,d2c.endpoints.egress.builtIn.events,2021-12-20T00:28:00.0000000Z,463,4484,1.0,30.0,9.68466522678186,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
518,d2c.endpoints.egress.builtIn.events,2021-12-20T00:29:00.0000000Z,452,4310,1.0,30.0,9.53539823008849,Tx.tec.performance.protocols.NETWORK,Number of messages successfully delivered to an endpoint (Messages/Evevnts)
519,d2c.endpoints.latency.builtIn.events,2021-12-20T00:27:00.0000000Z,438,51643,19.0,318.0,117.906392694064,Tx.tec.performance.protocols.NETWORK,Latency time between sending and arriving at an endpoint
